id,experiment_uuid,participant_id,created_at,updated_at,trial_number,trial_type,trial_category,stimulus,response,response_time,firstStim,secondStim,cupFullness,tableType,y_position,dispImage_duration,accuracy,correct_response,trial_duration,time_elapsed,timestamp,user_agent
1268,6023b648-b34a-4a61-89e8-2589fb1b6e39,5d52b9b351ffbf00019fc578,2026-02-13 13:11:39.097651,2026-02-13 13:11:39.097651,310,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",474.0,src/assets/stimuli/cups/cupHalf_posCenter_tablePlatform,src/assets/stimuli/cups/cupHalf_posCenter_tablePlatform,Half,Platform,330.0,300.0,1.0,f,,266267,2026-02-13T13:11:38.529Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
1267,6023b648-b34a-4a61-89e8-2589fb1b6e39,6638e8aa3d1f38846080806a,2026-02-13 13:11:39.096565,2026-02-13 13:11:39.096565,220,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",244.0,src/assets/stimuli/cups/cupFull_posCenter_tableFlat,src/assets/stimuli/cups/cupFull_posRight_tableFlat,Full,Flat,499.0,500.0,1.0,j,,135321,2026-02-13T13:11:38.820Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
1273,6023b648-b34a-4a61-89e8-2589fb1b6e39,5e5521580ee1b951df544c3c,2026-02-13 13:11:39.980230,2026-02-13 13:11:39.980230,13,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",3614.0,src/assets/stimuli/cups/cupHalf_posCenter_tableGroove,src/assets/stimuli/cups/cupHalf_posCenter_tableGroove,Half,Groove,197.0,200.0,1.0,f,,54865,2026-02-13T13:11:40.229Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
1290,6023b648-b34a-4a61-89e8-2589fb1b6e39,5d52b9b351ffbf00019fc578,2026-02-13 13:11:41.705596,2026-02-13 13:11:41.705596,319,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",534.0,src/assets/stimuli/cups/cupHalf_posRight_tableFlat,src/assets/stimuli/cups/cupHalf_posCenter_tableFlat,Half,Flat,72.0,300.0,1.0,j,,269344,2026-02-13T13:11:41.605Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
1286,6023b648-b34a-4a61-89e8-2589fb1b6e39,6638e8aa3d1f38846080806a,2026-02-13 13:11:41.249562,2026-02-13 13:11:41.249562,229,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",431.0,src/assets/stimuli/cups/cupFull_posCenter_tableGroove,src/assets/stimuli/cups/cupFull_posCenter_tableGroove,Full,Groove,204.0,200.0,0.0,f,,138109,2026-02-13T13:11:41.608Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
1299,6023b648-b34a-4a61-89e8-2589fb1b6e39,5c3a865019ceb400010c914a,2026-02-13 13:11:42.960702,2026-02-13 13:11:42.960702,13,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",878.0,src/assets/stimuli/cups/cupFull_posRight_tableFlat,src/assets/stimuli/cups/cupFull_posCenter_tableFlat,Full,Flat,133.0,500.0,0.0,j,,70900,2026-02-13T13:11:43.149Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
1303,6023b648-b34a-4a61-89e8-2589fb1b6e39,5e5521580ee1b951df544c3c,2026-02-13 13:11:43.511001,2026-02-13 13:11:43.511001,22,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",952.0,src/assets/stimuli/cups/cupHalf_posCenter_tablePlatform,src/assets/stimuli/cups/cupHalf_posCenter_tablePlatform,Half,Platform,99.0,300.0,0.0,f,,58395,2026-02-13T13:11:43.759Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
1312,6023b648-b34a-4a61-89e8-2589fb1b6e39,6638e8aa3d1f38846080806a,2026-02-13 13:11:44.585091,2026-02-13 13:11:44.585091,238,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",360.0,src/assets/stimuli/cups/cupFull_posCenter_tableGroove,src/assets/stimuli/cups/cupFull_posCenter_tableGroove,Full,Groove,335.0,500.0,1.0,f,,141436,2026-02-13T13:11:44.935Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
1318,6023b648-b34a-4a61-89e8-2589fb1b6e39,5d52b9b351ffbf00019fc578,2026-02-13 13:11:45.140854,2026-02-13 13:11:45.140854,328,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",499.0,src/assets/stimuli/cups/cupHalf_posRight_tablePlatform,src/assets/stimuli/cups/cupHalf_posCenter_tablePlatform,Half,Platform,214.0,500.0,1.0,j,,272782,2026-02-13T13:11:45.044Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
1329,6023b648-b34a-4a61-89e8-2589fb1b6e39,5e5521580ee1b951df544c3c,2026-02-13 13:11:46.722998,2026-02-13 13:11:46.722998,31,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",855.0,src/assets/stimuli/cups/cupHalf_posRight_tableFlat,src/assets/stimuli/cups/cupHalf_posCenter_tableFlat,Half,Flat,409.0,200.0,1.0,j,,61604,2026-02-13T13:11:46.969Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
1331,6023b648-b34a-4a61-89e8-2589fb1b6e39,6638e8aa3d1f38846080806a,2026-02-13 13:11:47.282230,2026-02-13 13:11:47.282230,247,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",345.0,src/assets/stimuli/cups/cupFull_posCenter_tableFlat,src/assets/stimuli/cups/cupFull_posCenter_tableFlat,Full,Flat,64.0,200.0,1.0,f,,144134,2026-02-13T13:11:47.633Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
1344,6023b648-b34a-4a61-89e8-2589fb1b6e39,5e5521580ee1b951df544c3c,2026-02-13 13:11:49.707145,2026-02-13 13:11:49.707145,40,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",610.0,src/assets/stimuli/cups/cupHalf_posRight_tablePlatform,src/assets/stimuli/cups/cupHalf_posCenter_tablePlatform,Half,Platform,339.0,200.0,1.0,j,,64584,2026-02-13T13:11:49.948Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
1345,6023b648-b34a-4a61-89e8-2589fb1b6e39,6638e8aa3d1f38846080806a,2026-02-13 13:11:50.265885,2026-02-13 13:11:50.265885,256,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",639.0,src/assets/stimuli/cups/cupFull_posRight_tableGroove,src/assets/stimuli/cups/cupFull_posCenter_tableGroove,Full,Groove,609.0,200.0,0.0,j,,147123,2026-02-13T13:11:50.622Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
1358,6023b648-b34a-4a61-89e8-2589fb1b6e39,5e5521580ee1b951df544c3c,2026-02-13 13:11:52.960439,2026-02-13 13:11:52.960439,49,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",685.0,src/assets/stimuli/cups/cupHalf_posCenter_tablePlatform,src/assets/stimuli/cups/cupHalf_posRight_tablePlatform,Half,Platform,67.0,300.0,1.0,j,,67842,2026-02-13T13:11:53.206Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
1359,6023b648-b34a-4a61-89e8-2589fb1b6e39,6638e8aa3d1f38846080806a,2026-02-13 13:11:52.979685,2026-02-13 13:11:52.979685,265,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",351.0,src/assets/stimuli/cups/cupFull_posRight_tableFlat,src/assets/stimuli/cups/cupFull_posCenter_tableFlat,Full,Flat,60.0,200.0,1.0,j,,149832,2026-02-13T13:11:53.331Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
1371,6023b648-b34a-4a61-89e8-2589fb1b6e39,6638e8aa3d1f38846080806a,2026-02-13 13:11:55.640803,2026-02-13 13:11:55.640803,274,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",302.0,src/assets/stimuli/cups/cupFull_posRight_tableFlat,src/assets/stimuli/cups/cupFull_posRight_tableFlat,Full,Flat,279.0,200.0,1.0,f,,152489,2026-02-13T13:11:55.988Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
1376,6023b648-b34a-4a61-89e8-2589fb1b6e39,5e5521580ee1b951df544c3c,2026-02-13 13:11:56.382350,2026-02-13 13:11:56.382350,58,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",459.0,src/assets/stimuli/cups/cupHalf_posRight_tableFlat,src/assets/stimuli/cups/cupHalf_posCenter_tableFlat,Half,Flat,212.0,500.0,1.0,j,,71267,2026-02-13T13:11:56.631Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
1386,6023b648-b34a-4a61-89e8-2589fb1b6e39,55d51a6b8ce09000127d4821,2026-02-13 13:11:57.738519,2026-02-13 13:11:57.738519,13,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",517.0,src/assets/stimuli/cups/cupHalf_posCenter_tableFlat,src/assets/stimuli/cups/cupHalf_posCenter_tableFlat,Half,Flat,470.0,300.0,1.0,f,,63825,2026-02-13T13:11:57.633Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
1391,6023b648-b34a-4a61-89e8-2589fb1b6e39,6638e8aa3d1f38846080806a,2026-02-13 13:11:58.470952,2026-02-13 13:11:58.470952,283,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",270.0,src/assets/stimuli/cups/cupFull_posCenter_tableGroove,src/assets/stimuli/cups/cupFull_posRight_tableGroove,Full,Groove,928.0,300.0,1.0,j,,155328,2026-02-13T13:11:58.827Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
1399,6023b648-b34a-4a61-89e8-2589fb1b6e39,5e5521580ee1b951df544c3c,2026-02-13 13:11:59.657939,2026-02-13 13:11:59.657939,67,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",695.0,src/assets/stimuli/cups/cupHalf_posRight_tableFlat,src/assets/stimuli/cups/cupHalf_posRight_tableFlat,Half,Flat,59.0,300.0,1.0,f,,74524,2026-02-13T13:11:59.889Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
1409,6023b648-b34a-4a61-89e8-2589fb1b6e39,55d51a6b8ce09000127d4821,2026-02-13 13:12:01.195420,2026-02-13 13:12:01.195420,22,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",1132.0,src/assets/stimuli/cups/cupHalf_posRight_tableGroove,src/assets/stimuli/cups/cupHalf_posRight_tableGroove,Half,Groove,100.0,200.0,0.0,f,,67278,2026-02-13T13:12:01.085Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
1410,6023b648-b34a-4a61-89e8-2589fb1b6e39,6638e8aa3d1f38846080806a,2026-02-13 13:12:01.266513,2026-02-13 13:12:01.266513,292,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",226.0,src/assets/stimuli/cups/cupFull_posCenter_tableFlat,src/assets/stimuli/cups/cupFull_posCenter_tableFlat,Full,Flat,738.0,300.0,1.0,f,,158126,2026-02-13T13:12:01.625Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
1427,6023b648-b34a-4a61-89e8-2589fb1b6e39,5e5521580ee1b951df544c3c,2026-02-13 13:12:03.948625,2026-02-13 13:12:03.948625,76,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",1638.0,src/assets/stimuli/cups/cupHalf_posRight_tableFlat,src/assets/stimuli/cups/cupHalf_posCenter_tableFlat,Half,Flat,100.0,300.0,0.0,j,,78752,2026-02-13T13:12:04.116Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
1429,6023b648-b34a-4a61-89e8-2589fb1b6e39,55d51a6b8ce09000127d4821,2026-02-13 13:12:04.387244,2026-02-13 13:12:04.387244,31,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",679.0,src/assets/stimuli/cups/cupHalf_posRight_tableFlat,src/assets/stimuli/cups/cupHalf_posCenter_tableFlat,Half,Flat,245.0,300.0,1.0,j,,70477,2026-02-13T13:12:04.284Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
1428,6023b648-b34a-4a61-89e8-2589fb1b6e39,6638e8aa3d1f38846080806a,2026-02-13 13:12:04.157066,2026-02-13 13:12:04.157066,301,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",385.0,src/assets/stimuli/cups/cupFull_posCenter_tablePlatform,src/assets/stimuli/cups/cupFull_posRight_tablePlatform,Full,Platform,851.0,200.0,1.0,j,,160850,2026-02-13T13:12:04.349Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
1446,6023b648-b34a-4a61-89e8-2589fb1b6e39,6638e8aa3d1f38846080806a,2026-02-13 13:12:06.723408,2026-02-13 13:12:06.723408,310,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",354.0,src/assets/stimuli/cups/cupFull_posRight_tableGroove,src/assets/stimuli/cups/cupFull_posRight_tableGroove,Full,Groove,899.0,200.0,0.0,f,,163565,2026-02-13T13:12:07.064Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
1449,6023b648-b34a-4a61-89e8-2589fb1b6e39,5e5521580ee1b951df544c3c,2026-02-13 13:12:07.016797,2026-02-13 13:12:07.016797,85,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",173.0,src/assets/stimuli/cups/cupHalf_posRight_tablePlatform,src/assets/stimuli/cups/cupHalf_posCenter_tablePlatform,Half,Platform,216.0,500.0,1.0,j,,81895,2026-02-13T13:12:07.259Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
1451,6023b648-b34a-4a61-89e8-2589fb1b6e39,55d51a6b8ce09000127d4821,2026-02-13 13:12:07.581896,2026-02-13 13:12:07.581896,40,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",672.0,src/assets/stimuli/cups/cupHalf_posRight_tableGroove,src/assets/stimuli/cups/cupHalf_posRight_tableGroove,Half,Groove,155.0,300.0,1.0,f,,73669,2026-02-13T13:12:07.476Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
1470,6023b648-b34a-4a61-89e8-2589fb1b6e39,6638e8aa3d1f38846080806a,2026-02-13 13:12:10.192899,2026-02-13 13:12:10.192899,319,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",250.0,src/assets/stimuli/cups/cupFull_posRight_tableFlat,src/assets/stimuli/cups/cupFull_posCenter_tableFlat,Full,Flat,116.0,300.0,1.0,j,,166388,2026-02-13T13:12:09.887Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
1472,6023b648-b34a-4a61-89e8-2589fb1b6e39,55d51a6b8ce09000127d4821,2026-02-13 13:12:10.518058,2026-02-13 13:12:10.518058,49,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",605.0,src/assets/stimuli/cups/cupHalf_posCenter_tablePlatform,src/assets/stimuli/cups/cupHalf_posCenter_tablePlatform,Half,Platform,222.0,200.0,0.0,f,,76593,2026-02-13T13:12:10.401Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
1462,6023b648-b34a-4a61-89e8-2589fb1b6e39,5e5521580ee1b951df544c3c,2026-02-13 13:12:10.326682,2026-02-13 13:12:10.326682,94,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",912.0,src/assets/stimuli/cups/cupHalf_posRight_tableFlat,src/assets/stimuli/cups/cupHalf_posRight_tableFlat,Half,Flat,74.0,200.0,1.0,f,,85171,2026-02-13T13:12:10.536Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
1484,6023b648-b34a-4a61-89e8-2589fb1b6e39,6638e8aa3d1f38846080806a,2026-02-13 13:12:12.256666,2026-02-13 13:12:12.256666,328,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",378.0,src/assets/stimuli/cups/cupFull_posRight_tablePlatform,src/assets/stimuli/cups/cupFull_posRight_tablePlatform,Full,Platform,237.0,200.0,0.0,f,,169112,2026-02-13T13:12:12.611Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
1492,6023b648-b34a-4a61-89e8-2589fb1b6e39,55d51a6b8ce09000127d4821,2026-02-13 13:12:13.658153,2026-02-13 13:12:13.658153,58,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",234.0,src/assets/stimuli/cups/cupHalf_posCenter_tablePlatform,src/assets/stimuli/cups/cupHalf_posCenter_tablePlatform,Half,Platform,109.0,500.0,1.0,f,,79747,2026-02-13T13:12:13.554Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
1491,6023b648-b34a-4a61-89e8-2589fb1b6e39,5e5521580ee1b951df544c3c,2026-02-13 13:12:13.616917,2026-02-13 13:12:13.616917,103,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",749.0,src/assets/stimuli/cups/cupHalf_posCenter_tableFlat,src/assets/stimuli/cups/cupHalf_posRight_tableFlat,Half,Flat,106.0,300.0,1.0,j,,88495,2026-02-13T13:12:13.859Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
1504,6023b648-b34a-4a61-89e8-2589fb1b6e39,55d51a6b8ce09000127d4821,2026-02-13 13:12:16.537587,2026-02-13 13:12:16.537587,67,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",361.0,src/assets/stimuli/cups/cupHalf_posRight_tablePlatform,src/assets/stimuli/cups/cupHalf_posCenter_tablePlatform,Half,Platform,108.0,300.0,1.0,j,,82627,2026-02-13T13:12:16.435Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
1506,6023b648-b34a-4a61-89e8-2589fb1b6e39,5e5521580ee1b951df544c3c,2026-02-13 13:12:17.086514,2026-02-13 13:12:17.086514,112,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",519.0,src/assets/stimuli/cups/cupHalf_posCenter_tableFlat,src/assets/stimuli/cups/cupHalf_posCenter_tableFlat,Half,Flat,410.0,500.0,1.0,f,,91971,2026-02-13T13:12:17.335Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
1519,6023b648-b34a-4a61-89e8-2589fb1b6e39,55d51a6b8ce09000127d4821,2026-02-13 13:12:19.997057,2026-02-13 13:12:19.997057,76,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",543.0,src/assets/stimuli/cups/cupHalf_posRight_tableFlat,src/assets/stimuli/cups/cupHalf_posRight_tableFlat,Half,Flat,288.0,500.0,1.0,f,,86088,2026-02-13T13:12:19.895Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
1521,6023b648-b34a-4a61-89e8-2589fb1b6e39,5e5521580ee1b951df544c3c,2026-02-13 13:12:21.248513,2026-02-13 13:12:21.248513,121,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",1595.0,src/assets/stimuli/cups/cupHalf_posRight_tablePlatform,src/assets/stimuli/cups/cupHalf_posCenter_tablePlatform,Half,Platform,357.0,300.0,1.0,j,,96130,2026-02-13T13:12:21.494Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
1529,6023b648-b34a-4a61-89e8-2589fb1b6e39,55d51a6b8ce09000127d4821,2026-02-13 13:12:23.030683,2026-02-13 13:12:23.030683,85,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",711.0,src/assets/stimuli/cups/cupHalf_posRight_tablePlatform,src/assets/stimuli/cups/cupHalf_posRight_tablePlatform,Half,Platform,65.0,200.0,0.0,f,,89117,2026-02-13T13:12:22.924Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
1537,6023b648-b34a-4a61-89e8-2589fb1b6e39,5e5521580ee1b951df544c3c,2026-02-13 13:12:24.779462,2026-02-13 13:12:24.779462,130,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",570.0,src/assets/stimuli/cups/cupHalf_posRight_tablePlatform,src/assets/stimuli/cups/cupHalf_posRight_tablePlatform,Half,Platform,365.0,500.0,1.0,f,,99665,2026-02-13T13:12:25.029Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
1542,6023b648-b34a-4a61-89e8-2589fb1b6e39,55d51a6b8ce09000127d4821,2026-02-13 13:12:25.891997,2026-02-13 13:12:25.891997,94,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",548.0,src/assets/stimuli/cups/cupHalf_posCenter_tableFlat,src/assets/stimuli/cups/cupHalf_posRight_tableFlat,Half,Flat,492.0,200.0,1.0,j,,91982,2026-02-13T13:12:25.789Z,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36"
