id,experiment_uuid,participant_id,created_at,updated_at,trial_number,trial_type,trial_category,stimulus,response,response_time,firstStim,secondStim,cupFullness,tableType,y_position,dispImage_duration,accuracy,correct_response,trial_duration,time_elapsed,timestamp,user_agent
88,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:22:52.058645,2026-02-12 15:22:52.058645,13,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",918.0,src/assets/stimuli/cups/cupFull_posRight_tableGroove,src/assets/stimuli/cups/cupFull_posCenter_tableGroove,Full,Groove,604.0,500.0,0.0,j,,74457,2026-02-12T15:22:51.716Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
95,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:22:55.921767,2026-02-12 15:22:55.921767,22,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",948.0,src/assets/stimuli/cups/cupFull_posRight_tablePlatform,src/assets/stimuli/cups/cupFull_posCenter_tablePlatform,Full,Platform,343.0,500.0,1.0,j,,78373,2026-02-12T15:22:55.631Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
102,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:23:00.398472,2026-02-12 15:23:00.398472,31,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",2110.0,src/assets/stimuli/cups/cupFull_posRight_tableFlat,src/assets/stimuli/cups/cupFull_posCenter_tableFlat,Full,Flat,437.0,200.0,0.0,j,,82838,2026-02-12T15:23:00.096Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
109,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:23:03.927025,2026-02-12 15:23:03.927025,40,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",1199.0,src/assets/stimuli/cups/cupFull_posRight_tableFlat,src/assets/stimuli/cups/cupFull_posRight_tableFlat,Full,Flat,116.0,200.0,1.0,f,,86376,2026-02-12T15:23:03.634Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
116,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:23:07.114678,2026-02-12 15:23:07.114678,49,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",557.0,src/assets/stimuli/cups/cupFull_posCenter_tableGroove,src/assets/stimuli/cups/cupFull_posCenter_tableGroove,Full,Groove,361.0,300.0,1.0,f,,89502,2026-02-12T15:23:06.760Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
123,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:23:10.432831,2026-02-12 15:23:10.432831,58,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",724.0,src/assets/stimuli/cups/cupFull_posRight_tableFlat,src/assets/stimuli/cups/cupFull_posRight_tableFlat,Full,Flat,120.0,300.0,1.0,f,,92789,2026-02-12T15:23:10.047Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
130,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:23:16.208703,2026-02-12 15:23:16.208703,67,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",2906.0,src/assets/stimuli/cups/cupFull_posCenter_tableFlat,src/assets/stimuli/cups/cupFull_posRight_tableFlat,Full,Flat,440.0,500.0,1.0,j,,98661,2026-02-12T15:23:15.919Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
137,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:23:20.210795,2026-02-12 15:23:20.210795,76,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",1044.0,src/assets/stimuli/cups/cupFull_posRight_tableFlat,src/assets/stimuli/cups/cupFull_posRight_tableFlat,Full,Flat,425.0,500.0,1.0,f,,102664,2026-02-12T15:23:19.922Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
144,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:23:24.095033,2026-02-12 15:23:24.095033,85,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",1312.0,src/assets/stimuli/cups/cupFull_posRight_tableGroove,src/assets/stimuli/cups/cupFull_posCenter_tableGroove,Full,Groove,467.0,300.0,1.0,j,,106546,2026-02-12T15:23:23.804Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
151,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:23:27.958293,2026-02-12 15:23:27.958293,94,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",1271.0,src/assets/stimuli/cups/cupFull_posCenter_tableGroove,src/assets/stimuli/cups/cupFull_posRight_tableGroove,Full,Groove,213.0,300.0,1.0,j,,110407,2026-02-12T15:23:27.665Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
158,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:23:31.105503,2026-02-12 15:23:31.105503,103,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",799.0,src/assets/stimuli/cups/cupFull_posRight_tableGroove,src/assets/stimuli/cups/cupFull_posCenter_tableGroove,Full,Groove,509.0,200.0,1.0,j,,113552,2026-02-12T15:23:30.810Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
165,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:23:34.445145,2026-02-12 15:23:34.445145,112,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",973.0,src/assets/stimuli/cups/cupFull_posCenter_tablePlatform,src/assets/stimuli/cups/cupFull_posRight_tablePlatform,Full,Platform,573.0,200.0,1.0,j,,116899,2026-02-12T15:23:34.157Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
172,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:23:37.627432,2026-02-12 15:23:37.627432,121,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",829.0,src/assets/stimuli/cups/cupFull_posCenter_tableGroove,src/assets/stimuli/cups/cupFull_posRight_tableGroove,Full,Groove,340.0,200.0,1.0,j,,120078,2026-02-12T15:23:37.336Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
179,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:23:41.259123,2026-02-12 15:23:41.259123,130,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",677.0,src/assets/stimuli/cups/cupFull_posCenter_tableGroove,src/assets/stimuli/cups/cupFull_posCenter_tableGroove,Full,Groove,524.0,500.0,1.0,f,,123707,2026-02-12T15:23:40.965Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
186,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:23:44.519547,2026-02-12 15:23:44.519547,139,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",919.0,src/assets/stimuli/cups/cupFull_posRight_tablePlatform,src/assets/stimuli/cups/cupFull_posRight_tablePlatform,Full,Platform,591.0,200.0,0.0,f,,126970,2026-02-12T15:23:44.228Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
193,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:23:47.764144,2026-02-12 15:23:47.764144,148,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",842.0,src/assets/stimuli/cups/cupFull_posCenter_tableFlat,src/assets/stimuli/cups/cupFull_posRight_tableFlat,Full,Flat,413.0,200.0,1.0,j,,130198,2026-02-12T15:23:47.456Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
199,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:23:51.465422,2026-02-12 15:23:51.465422,157,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",737.0,src/assets/stimuli/cups/cupFull_posCenter_tablePlatform,src/assets/stimuli/cups/cupFull_posRight_tablePlatform,Full,Platform,470.0,500.0,1.0,j,,133906,2026-02-12T15:23:51.164Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
207,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:23:55.189149,2026-02-12 15:23:55.189149,166,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",763.0,src/assets/stimuli/cups/cupFull_posRight_tablePlatform,src/assets/stimuli/cups/cupFull_posRight_tablePlatform,Full,Platform,356.0,500.0,1.0,f,,137639,2026-02-12T15:23:54.898Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
214,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:23:58.534394,2026-02-12 15:23:58.534394,175,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",977.0,src/assets/stimuli/cups/cupFull_posCenter_tableFlat,src/assets/stimuli/cups/cupFull_posCenter_tableFlat,Full,Flat,577.0,200.0,0.0,f,,140986,2026-02-12T15:23:58.244Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
221,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:24:02.339107,2026-02-12 15:24:02.339107,184,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",845.0,src/assets/stimuli/cups/cupFull_posCenter_tableGroove,src/assets/stimuli/cups/cupFull_posRight_tableGroove,Full,Groove,274.0,500.0,1.0,j,,144789,2026-02-12T15:24:02.047Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
259,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:24:42.768929,2026-02-12 15:24:42.768929,184,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",845.0,src/assets/stimuli/cups/cupFull_posCenter_tableGroove,src/assets/stimuli/cups/cupFull_posRight_tableGroove,Full,Groove,274.0,500.0,1.0,j,,144789,2026-02-12T15:24:02.047Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
228,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:24:06.061338,2026-02-12 15:24:06.061338,193,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",950.0,src/assets/stimuli/cups/cupFull_posRight_tableFlat,src/assets/stimuli/cups/cupFull_posCenter_tableFlat,Full,Flat,414.0,300.0,1.0,j,,148303,2026-02-12T15:24:05.561Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
263,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:24:45.042003,2026-02-12 15:24:45.042003,193,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",950.0,src/assets/stimuli/cups/cupFull_posRight_tableFlat,src/assets/stimuli/cups/cupFull_posCenter_tableFlat,Full,Flat,414.0,300.0,1.0,j,,148303,2026-02-12T15:24:05.561Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
328,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:24:49.993994,2026-02-12 15:24:49.993994,202,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",700.0,src/assets/stimuli/cups/cupFull_posRight_tableGroove,src/assets/stimuli/cups/cupFull_posRight_tableGroove,Full,Groove,484.0,500.0,1.0,f,,151972,2026-02-12T15:24:09.230Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
318,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:24:48.540603,2026-02-12 15:24:48.540603,211,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",813.0,src/assets/stimuli/cups/cupFull_posRight_tableGroove,src/assets/stimuli/cups/cupFull_posRight_tableGroove,Full,Groove,482.0,300.0,1.0,f,,155343,2026-02-12T15:24:12.601Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
237,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:24:36.595927,2026-02-12 15:24:36.595927,220,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",608.0,src/assets/stimuli/cups/cupFull_posRight_tableFlat,src/assets/stimuli/cups/cupFull_posCenter_tableFlat,Full,Flat,504.0,500.0,1.0,j,,158916,2026-02-12T15:24:16.174Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
293,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:24:47.237569,2026-02-12 15:24:47.237569,229,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",540.0,src/assets/stimuli/cups/cupFull_posCenter_tablePlatform,src/assets/stimuli/cups/cupFull_posCenter_tablePlatform,Full,Platform,140.0,500.0,1.0,f,,162424,2026-02-12T15:24:19.682Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
305,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:24:47.242516,2026-02-12 15:24:47.242516,238,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",925.0,src/assets/stimuli/cups/cupFull_posCenter_tablePlatform,src/assets/stimuli/cups/cupFull_posRight_tablePlatform,Full,Platform,417.0,300.0,1.0,j,,165913,2026-02-12T15:24:23.171Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
317,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:24:48.547281,2026-02-12 15:24:48.547281,247,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",673.0,src/assets/stimuli/cups/cupFull_posRight_tablePlatform,src/assets/stimuli/cups/cupFull_posCenter_tablePlatform,Full,Platform,501.0,300.0,1.0,j,,169154,2026-02-12T15:24:26.412Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
249,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:24:41.032304,2026-02-12 15:24:41.032304,256,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",726.0,src/assets/stimuli/cups/cupFull_posCenter_tableFlat,src/assets/stimuli/cups/cupFull_posCenter_tableFlat,Full,Flat,212.0,300.0,0.0,f,,172448,2026-02-12T15:24:29.706Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
286,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:24:46.234606,2026-02-12 15:24:46.234606,265,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",675.0,src/assets/stimuli/cups/cupFull_posRight_tablePlatform,src/assets/stimuli/cups/cupFull_posRight_tablePlatform,Full,Platform,181.0,300.0,1.0,f,,175682,2026-02-12T15:24:32.940Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
310,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:24:48.532568,2026-02-12 15:24:48.532568,274,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",477.0,src/assets/stimuli/cups/cupFull_posCenter_tablePlatform,src/assets/stimuli/cups/cupFull_posCenter_tablePlatform,Full,Platform,82.0,200.0,0.0,f,,178509,2026-02-12T15:24:35.767Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
300,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:24:47.236831,2026-02-12 15:24:47.236831,283,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",797.0,src/assets/stimuli/cups/cupFull_posCenter_tableGroove,src/assets/stimuli/cups/cupFull_posCenter_tableGroove,Full,Groove,459.0,200.0,0.0,f,,181677,2026-02-12T15:24:38.935Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
285,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:24:46.157882,2026-02-12 15:24:46.157882,292,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",382.0,src/assets/stimuli/cups/cupFull_posCenter_tableFlat,src/assets/stimuli/cups/cupFull_posCenter_tableFlat,Full,Flat,163.0,500.0,1.0,f,,185024,2026-02-12T15:24:42.282Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
320,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:24:48.551454,2026-02-12 15:24:48.551454,301,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",1104.0,src/assets/stimuli/cups/cupFull_posRight_tablePlatform,src/assets/stimuli/cups/cupFull_posCenter_tablePlatform,Full,Platform,433.0,200.0,1.0,j,,188483,2026-02-12T15:24:45.741Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
331,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:24:49.998771,2026-02-12 15:24:49.998771,310,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",802.0,src/assets/stimuli/cups/cupFull_posCenter_tableFlat,src/assets/stimuli/cups/cupFull_posRight_tableFlat,Full,Flat,152.0,300.0,1.0,j,,191845,2026-02-12T15:24:49.103Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
343,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:24:53.181239,2026-02-12 15:24:53.181239,319,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",647.0,src/assets/stimuli/cups/cupFull_posCenter_tablePlatform,src/assets/stimuli/cups/cupFull_posCenter_tablePlatform,Full,Platform,217.0,300.0,1.0,f,,195053,2026-02-12T15:24:52.311Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
350,6023b648-b34a-4a61-89e8-2589fb1b6e39,58bef6fd31de840001e84ba0,2026-02-12 15:24:55.994263,2026-02-12 15:24:55.994263,328,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",1031.0,src/assets/stimuli/cups/cupFull_posRight_tableGroove,src/assets/stimuli/cups/cupFull_posRight_tableGroove,Full,Groove,357.0,200.0,1.0,f,,198445,2026-02-12T15:24:55.703Z,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0
358,6023b648-b34a-4a61-89e8-2589fb1b6e39,697f8ef174d9548447b5d930,2026-02-12 15:34:29.923646,2026-02-12 15:34:29.923646,13,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",3007.0,src/assets/stimuli/cups/cupFull_posCenter_tablePlatform,src/assets/stimuli/cups/cupFull_posCenter_tablePlatform,Full,Platform,116.0,200.0,0.0,f,,204668,2026-02-12T15:34:27.602Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0"
365,6023b648-b34a-4a61-89e8-2589fb1b6e39,697f8ef174d9548447b5d930,2026-02-12 15:34:33.510006,2026-02-12 15:34:33.510006,22,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",1023.0,src/assets/stimuli/cups/cupFull_posCenter_tableFlat,src/assets/stimuli/cups/cupFull_posRight_tableFlat,Full,Flat,291.0,300.0,0.0,j,,208263,2026-02-12T15:34:31.196Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0"
372,6023b648-b34a-4a61-89e8-2589fb1b6e39,697f8ef174d9548447b5d930,2026-02-12 15:34:37.668908,2026-02-12 15:34:37.668908,31,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""f""",1370.0,src/assets/stimuli/cups/cupFull_posRight_tablePlatform,src/assets/stimuli/cups/cupFull_posRight_tablePlatform,Full,Platform,409.0,300.0,1.0,f,,212212,2026-02-12T15:34:35.145Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0"
395,6023b648-b34a-4a61-89e8-2589fb1b6e39,697f8ef174d9548447b5d930,2026-02-12 15:34:59.533448,2026-02-12 15:34:59.533448,40,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",1038.0,src/assets/stimuli/cups/cupFull_posRight_tableFlat,src/assets/stimuli/cups/cupFull_posCenter_tableFlat,Full,Flat,362.0,200.0,1.0,j,,215640,2026-02-12T15:34:38.574Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0"
397,6023b648-b34a-4a61-89e8-2589fb1b6e39,697f8ef174d9548447b5d930,2026-02-12 15:34:59.540807,2026-02-12 15:34:59.540807,49,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",1228.0,src/assets/stimuli/cups/cupFull_posCenter_tablePlatform,src/assets/stimuli/cups/cupFull_posRight_tablePlatform,Full,Platform,149.0,500.0,1.0,j,,219852,2026-02-12T15:34:42.785Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0"
387,6023b648-b34a-4a61-89e8-2589fb1b6e39,697f8ef174d9548447b5d930,2026-02-12 15:34:57.708084,2026-02-12 15:34:57.708084,58,html-keyboard-response,answerexpt,"<div style=""position: fixed; top: 50px; left: 50%; transform: translateX(-50%); text-align: center;"">f = same; j = different</div>","""j""",1099.0,src/assets/stimuli/cups/cupFull_posRight_tableGroove,src/assets/stimuli/cups/cupFull_posCenter_tableGroove,Full,Groove,134.0,300.0,1.0,j,,223541,2026-02-12T15:34:46.474Z,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0"
